x,y
0.0,-1.2882303615786461
0.10101010101010101,-0.5940621353040043
0.20202020202020202,4.025119547195221
0.30303030303030304,5.330994053239897
0.40404040404040403,2.6439609896895586
0.5050505050505051,0.6191412594875696
0.6060606060606061,-0.791123235087348
0.7070707070707071,3.4913455089642316
0.8080808080808081,5.943041747869287
0.9090909090909091,4.13347264675899
1.0101010101010102,0.19117309005802374
1.1111111111111112,1.5901911719511728
1.2121212121212122,2.8289521116813967
1.3131313131313131,4.718266360111513
1.4141414141414141,3.7475882095188617
1.5151515151515151,5.0697437581738125
1.6161616161616161,1.2890300343948606
1.7171717171717171,6.009947626867877
1.8181818181818181,7.376830607771208
1.9191919191919191,6.025583802033951
2.0202020202020203,4.724691954312947
2.121212121212121,6.406666803647942
2.2222222222222223,6.894604603982964
2.323232323232323,9.745870753286814
2.4242424242424243,9.687955902320333
2.525252525252525,9.337628089155201
2.6262626262626263,5.136802977819421
2.727272727272727,10.185590415126509
2.8282828282828283,9.489591679676861
2.929292929292929,11.098266467041306
3.0303030303030303,11.557439363460313
3.131313131313131,8.867509387038773
3.2323232323232323,7.4318754659296875
3.3333333333333335,7.951823196210309
3.4343434343434343,10.04103312571578
3.5353535353535355,7.786593954581874
3.6363636363636362,11.00927847734948
3.7373737373737375,9.88265914468742
3.8383838383838382,11.109746875968575
3.9393939393939394,10.27752542750385
4.040404040404041,12.135543336662982
4.141414141414141,11.723521393385491
4.242424242424242,9.894830879020613
4.343434343434343,10.175255684076328
4.444444444444445,13.924739266626677
4.545454545454545,10.384427430616757
4.646464646464646,8.385859622426779
4.747474747474747,12.180911620724203
4.848484848484849,13.64543446807831
4.94949494949495,9.902909963232808
5.05050505050505,10.477864453144452
5.151515151515151,15.020367031123747
5.252525252525253,13.184384373513172
5.353535353535354,17.006306870821447
5.454545454545454,15.538077003749457
5.555555555555555,15.777707856778175
5.656565656565657,13.241968284087202
5.757575757575758,14.431056277079552
5.858585858585858,14.539021036328913
5.959595959595959,14.213158882561022
6.0606060606060606,16.718206229666126
6.161616161616162,17.813543898864893
6.262626262626262,17.510129208711007
6.363636363636363,16.224841507962232
6.4646464646464645,18.068664079189908
6.565656565656566,16.022018781637584
6.666666666666667,16.820373623575293
6.767676767676767,19.671841678372246
6.8686868686868685,18.750558367046203
6.96969696969697,18.704018321102318
7.070707070707071,20.143432461001616
7.171717171717171,20.010936928536147
7.2727272727272725,22.995710339847275
7.373737373737374,20.169980349347103
7.474747474747475,20.268196117586278
7.575757575757575,20.789436434948865
7.6767676767676765,25.09482545426949
7.777777777777778,17.100197707434397
7.878787878787879,24.65121695091005
7.979797979797979,19.498675224804177
8.080808080808081,21.980949548640993
8.181818181818182,23.10900651575743
8.282828282828282,22.46325140816175
8.383838383838384,19.085362882546494
8.484848484848484,19.894364188847387
8.585858585858587,21.906558080340126
8.686868686868687,22.906599335556606
8.787878787878787,24.112358927267344
8.88888888888889,27.94132351874498
8.98989898989899,21.42040220841912
9.09090909090909,20.77433752623488
9.191919191919192,25.63455926100677
9.292929292929292,24.92567165570648
9.393939393939394,24.39408332782517
9.494949494949495,23.937855869453333
9.595959595959595,23.083481517026403
9.696969696969697,26.63371293082466
9.797979797979798,22.909860966991868
9.8989898989899,28.980039161260088
10.0,25.586013416093877
